Nummer;Name;Land;Plz;Ort;Strasse;Telefon;Bezirk;Freigabe Verband;Freigabe Bezirk;Haftmittel;Bild;;
602255;Halle Mersch;D;33104;Schloß Neuhaus;Merschweg 9;05254/10414;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602256;Grundschule Wewer;D;33106;Paderborn-Wewer;Am Kindergarten 18;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602257;Kreissporthalle Rolandsweg;D;33102;Paderborn;Rolandsweg 93;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602258;Sporthalle Kaukenberg;D;33100;Paderborn;Weißdornweg 10;05251/670846;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602259;Schulzentrum Realschule;D;32839;Steinheim;Jahnstraße 24-26;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602260;Sporthalle Rennekamp;D;33189;Schlangen;Badstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602261;Schulzentrum Gymnasium;D;32839;Steinheim;Ostpreußenstraße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602262;Halle am Hallenbad;D;33758;Stukenbrock;Am Hallenbad;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602263;Sporthalle Schloß Holte;D;33758;Stukenbrock;Pollhansplatz;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602264;Schulzentrum;D;33154;Salzkotten;Lippspringer Straße;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602265;Schulzentrum Verne;D;33154;Salzkotten-Verne;Marienstraße 8;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602266;Dreifachsporthalle Elsen;D;33106;Paderborn-Elsen;Nesthauser Straße 10;05254/65358;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602267;Freiligrathschule;D;32756;Detmold;Berliner Allee 50;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602268;Halle der Werretalschule;D;32756;Detmold;In der Fried 13;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602269;Lise-Meitner-Halle;D;33106;Paderborn;Lise-Meitner-Straße 1;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602270;Sporthalle Gymnasium;D;33758;Stukenbrock;Holter Straße 155;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602271;Sporthalle Billinghausen;D;32791;Lage;Kammerweg 10;05232/702265;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: nur wasserlösliche Haftmittel erlaubt, TuS Müssen/Billinghausen stellt Gastmannschaften Mittel zur Verfügung;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602272;Sporthalle Eichenallee;D;32791;Lage;Am Jahnplatz;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602273;Ganztagshauptschule;D;32657;Lemgo;Güldene Mine 1;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602274;Sporthalle Mühlenschule;D;33161;Hövelhof;Sennestraße 144;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602275;Kreissporthalle Berufskolleg;D;33104;Schloß Neuhaus;An der Kapelle;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602276;Erich-Kästner-Schule;D;32108;Bad Salzuflen;Otto-Hahn-Straße 69;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602277;Dreifachsporthalle Altenauschule;D;33178;Borchen;Haarener Straße 11 ;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602278;Turnhalle Grundschule Benhausen-Thune;D;33104;Paderborn;Sennelagerstraße 183;05254/7634;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602279;Sporthalle Riemeke;D;33102;Paderborn;Riemekestrasse 130a;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602280;Lipperlandhalle (kleine Halle);D;32657;Lemgo;Bunsenstraße 39;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602281;Sporthalle Dietrich-Bonhoeffer-Berufskolleg;D;32758;Detmold;Wittekindstraße 5;;Handballkreis Lippe;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602282;Berufskolleg;D;37671;Höxter;Im Floor 35;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602283;Turnhalle Schloßparkschule;D;32816;Schieder-Schwalenberg;Parkallee 9;05282/601-613;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602284;Gesamtschule (Karla-Raveh) kleine Halle;D;32657;Lemgo;Vogelsang 31;;Handballkreis Lippe;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602290;Therma VitalSol;D;32105;Bad Salzuflen;Extersche Straße 42;;Handballkreis Lippe;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602237;Grundschule Oerlinghausen Süd;D;33813;Oerlinghausen;Albert-Schweitzer-Straße;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602248;Sporthalle a.d. B 66 (Helpup);D;33813;Oerlinghausen;Lageschestraße;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
602249;Schulzentrum (Niklas-Luhmann Gymnasium);D;33813;Oerlinghausen;Ravensberger Straße 11;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603112;GS Bültmannshof;D;33615;Bielefeld;Kurt-Schumacher-Straße 45;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603301;Alm-Halle;D;33615;Bielefeld;Stapenhorststraße 100;0521/512912, 0152-22902343;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603302;Heeper Fichten;D;33609;Bielefeld;Radrennbahnweg 50a;0521/512911;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603303;Gesamtschule Schildesche;D;33611;Bielefeld;Apfelstraße 210;0521/512363;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""BlueGear"" für TG Schildesche 1 erlaubt, Für TuS 97 Blfd.-Jöllenbeck ist die Nutzung von Haftmitteln nicht erlaubt, ansonsten Haftmittelverbot";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603304;Carl-Severing-Schule;D;33607;Bielefeld;Heeper Straße 95;0521/512905;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603305;Kuhlo-Realschule;D;33604;Bielefeld;Ehlentruperweg 101;0152-22902416;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603306;Ratsgymnasium;D;33602;Bielefeld;Nebelwall 1;0521/178183;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603307;Cecilien-Gymnasium;D;33604;Bielefeld;Niedermühlenkamp 5;0521/173468;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603308;SpH Universität Westend;D;33615;Bielefeld;;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603309;SpH Universität Labor;D;33615;Bielefeld;;;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603310;Sporthalle Gadderbaum;D;33617;Bielefeld;Quellenhofweg;0152-22902382;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""Blue-Gear"" nur für Männer 1-2 der HSG EGB Bielefeld erlaubt, ansonsten Haftmittelverbot";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603311;Sporthalle Sennestadt-Nord;D;33689;Bielefeld;Travestraße 26;05205/6081;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603312;Sporthalle Sennstadt-Süd;D;33689;Bielefeld;Wintersheide 34;05205/6081;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603313;Ehrenberg-Gymnasium;D;33689;Bielefeld;Elbeallee 75;05205/3575;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603314;Berufschulzentrum Rosenhöhe II;D;33647;Bielefeld;An der Rosenhöhe;0152-2290-2383;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603315;Gymnasium Brackwede;D;33647;Bielefeld;Beckumer Straße 10;0152-2290-2324, 0521-442538;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""Blue-Gear"" nur für Männer 1-2 der HSG EGB Bielefeld erlaubt, ansonsten Haftmittelverbot";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603316;Sporthalle Ummeln;D;33649;Bielefeld;Quittenweg 15;0521/48441;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603317;Gymnasium Heepen;D;33719;Bielefeld;Alter Postweg;0521/516696;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""BlueGear"" nur für TSG Altenhagen-Heepen Männer 1-3, Frauen 1 und mJA erlaubt, ansonsten Haftmittelverbot";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603318;Sporthalle Altenhagen;D;33729;Bielefeld;Kafkastraße;0521/391318;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603319;Sporthalle Brake;D;33729;Bielefeld;Am Bohnenkamp;0521/762626;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""BlueGear"" erlaubt";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603320;Realschule Jöllenbeck;D;33739;Bielefeld;Dörpfeldstraße 8;0521/516618;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;"Regelung Haftmittelverbot: Haftmittel ""BlueGear"" für Männer 1-5, Frauen 1+2, wJA1, wJB1, mJA1, mJB1, mJC1 des Tus97 erlaubt, ansonsten Haftmittelverbot";https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603321;Westerfeldschule;D;33739;Bielefeld;Volkeningstraße 3;0521/516616;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603322;Sporthalle Babenhausen;D;33619;Bielefeld;Babenhausener Straße;0521/51-8088;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603323;Sporthalle Stieghorst;D;33605;Bielefeld;Am Wortkamp;0521/212914, 01522-2902360/-2902328/-2902376;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603324;Sporthalle Quelle;D;33649;Bielefeld;Marienfelder Straße 81;0521/5152421;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603325;Grundschule Eilshausen;D;32120;Hiddenhausen;Schulstraße 32;05223/8970;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603327;Ernst-Barlach-Realschule;D;32049;Herford;Graf-Kanitz-Straße 11;05221/189715;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Erlaubnis wasserlöslicher Haftmittel für 1.Herren und 1. Damen TG Herford;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603328;Friedrichs-Gymnasium;D;32049;Herford;Werrestraße 9;05221/189361;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
603329;Kreissporthalle Hermannstraße;D;32052;Herford;Hermannstraße 5;0173/2505143;Handballkreis Bielefeld-Herford;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
